support,itemsets
0.012735236859182349,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""adidas Men's Germany Black Crest Away Tee"", ""O'Brien Men's Neoprene Life Vest""})"
0.011599610642439974,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'adidas Youth Germany Black/Red Away Match Soc', ""O'Brien Men's Neoprene Life Vest""})"
0.015574302401038288,"frozenset({'Pelican Sunstream 100 Kayak', ""TYR Boys' Team Digi Jammer"", 'Perfect Fitness Perfect Rip Deck'})"
0.013303049967553536,"frozenset({'Pelican Sunstream 100 Kayak', 'Team Golf New England Patriots Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.015249837767683322,"frozenset({'Pelican Sunstream 100 Kayak', 'Team Golf Pittsburgh Steelers Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.014763140817650877,"frozenset({'Pelican Sunstream 100 Kayak', 'Team Golf San Francisco Giants Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.016142115509409475,"frozenset({'Pelican Sunstream 100 Kayak', 'Team Golf St. Louis Cardinals Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.014438676184295911,"frozenset({'Pelican Sunstream 100 Kayak', 'Team Golf Tennessee Volunteers Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.015493186242699545,"frozenset({'Team Golf Texas Longhorns Putter Grip', 'Pelican Sunstream 100 Kayak', 'Perfect Fitness Perfect Rip Deck'})"
0.016223231667748216,"frozenset({'Pelican Sunstream 100 Kayak', 'Titleist Pro V1 High Numbers Personalized Gol', 'Perfect Fitness Perfect Rip Deck'})"
0.015168721609344581,"frozenset({'Pelican Sunstream 100 Kayak', 'Titleist Pro V1x Golf Balls', 'Perfect Fitness Perfect Rip Deck'})"
0.013221933809214796,"frozenset({'Titleist Pro V1x High Numbers Golf Balls', 'Pelican Sunstream 100 Kayak', 'Perfect Fitness Perfect Rip Deck'})"
0.015979883192731994,"frozenset({'Pelican Sunstream 100 Kayak', 'Titleist Pro V1x High Numbers Personalized Go', 'Perfect Fitness Perfect Rip Deck'})"
0.016142115509409475,"frozenset({'Pelican Sunstream 100 Kayak', ""Top Flite Women's 2014 XL Hybrid"", 'Perfect Fitness Perfect Rip Deck'})"
0.34863724853990913,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Perfect Fitness Perfect Rip Deck'})"
0.014600908500973394,"frozenset({'Pelican Sunstream 100 Kayak', 'Under Armour Hustle Storm Medium Duffle Bag', 'Perfect Fitness Perfect Rip Deck'})"
0.013303049967553536,"frozenset({'Pelican Sunstream 100 Kayak', ""Under Armour Kids' Mercenary Slide"", 'Perfect Fitness Perfect Rip Deck'})"
0.014195327709279688,"frozenset({'Pelican Sunstream 100 Kayak', ""Under Armour Men's Compression EV SL Slide"", 'Perfect Fitness Perfect Rip Deck'})"
0.014438676184295911,"frozenset({'Pelican Sunstream 100 Kayak', ""Under Armour Men's Tech II T-Shirt"", 'Perfect Fitness Perfect Rip Deck'})"
0.014763140817650877,"frozenset({'Pelican Sunstream 100 Kayak', ""Under Armour Women's Ignite PIP VI Slide"", 'Perfect Fitness Perfect Rip Deck'})"
0.016628812459441922,"frozenset({'Pelican Sunstream 100 Kayak', ""Under Armour Women's Ignite Slide"", 'Perfect Fitness Perfect Rip Deck'})"
0.014844256975989617,"frozenset({'Pelican Sunstream 100 Kayak', ""Under Armour Women's Micro G Skulpt Running S"", 'Perfect Fitness Perfect Rip Deck'})"
0.013870863075924724,"frozenset({'Pelican Sunstream 100 Kayak', ""adidas Kids' F5 Messi FG Soccer Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.016709928617780662,"frozenset({'Pelican Sunstream 100 Kayak', ""adidas Men's F10 Messi TRX FG Soccer Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.014195327709279688,"frozenset({""adidas Men's Germany Black Crest Away Tee"", 'Pelican Sunstream 100 Kayak', 'Perfect Fitness Perfect Rip Deck'})"
0.015979883192731994,"frozenset({'adidas Youth Germany Black/Red Away Match Soc', 'Pelican Sunstream 100 Kayak', 'Perfect Fitness Perfect Rip Deck'})"
0.011761842959117455,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', ""TYR Boys' Team Digi Jammer""})"
0.010139519792342634,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Team Golf New England Patriots Putter Grip'})"
0.011112913692407527,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Team Golf Pittsburgh Steelers Putter Grip'})"
0.010788449059052563,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Team Golf San Francisco Giants Putter Grip'})"
0.011680726800778715,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Team Golf St. Louis Cardinals Putter Grip'})"
0.011112913692407527,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Team Golf Texas Longhorns Putter Grip'})"
0.011437378325762491,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Titleist Pro V1 High Numbers Personalized Gol'})"
0.012329656067488644,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Titleist Pro V1x Golf Balls'})"
0.011194029850746268,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'Titleist Pro V1x High Numbers Personalized Go'})"
0.010220635950681376,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', ""Top Flite Women's 2014 XL Hybrid""})"
0.010301752109020117,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', ""Under Armour Men's Compression EV SL Slide""})"
0.010382868267358857,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', ""Under Armour Women's Ignite PIP VI Slide""})"
0.01127514600908501,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', ""Under Armour Women's Ignite Slide""})"
0.011437378325762491,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', ""Under Armour Women's Micro G Skulpt Running S""})"
0.012573004542504866,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', ""adidas Men's F10 Messi TRX FG Soccer Cleat""})"
0.010788449059052563,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', ""adidas Men's Germany Black Crest Away Tee""})"
0.01054510058403634,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Pelican Sunstream 100 Kayak', 'adidas Youth Germany Black/Red Away Match Soc'})"
0.013951979234263466,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""TYR Boys' Team Digi Jammer"", 'Perfect Fitness Perfect Rip Deck'})"
0.013140817650876055,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Team Golf New England Patriots Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.014195327709279688,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Team Golf Pittsburgh Steelers Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.012167423750811162,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Team Golf San Francisco Giants Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.0136275146009085,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Team Golf St. Louis Cardinals Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.012005191434133679,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Team Golf Tennessee Volunteers Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.013221933809214796,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Team Golf Texas Longhorns Putter Grip', 'Perfect Fitness Perfect Rip Deck'})"
0.01281635301752109,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Titleist Pro V1 High Numbers Personalized Gol', 'Perfect Fitness Perfect Rip Deck'})"
0.013221933809214796,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Titleist Pro V1x Golf Balls', 'Perfect Fitness Perfect Rip Deck'})"
0.01135626216742375,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Titleist Pro V1x High Numbers Golf Balls', 'Perfect Fitness Perfect Rip Deck'})"
0.012735236859182349,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Titleist Pro V1x High Numbers Personalized Go', 'Perfect Fitness Perfect Rip Deck'})"
0.012654120700843608,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Top Flite Women's 2014 XL Hybrid"", 'Perfect Fitness Perfect Rip Deck'})"
0.012167423750811162,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Under Armour Hustle Storm Medium Duffle Bag', 'Perfect Fitness Perfect Rip Deck'})"
0.011031797534068787,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Under Armour Kids' Mercenary Slide"", 'Perfect Fitness Perfect Rip Deck'})"
0.011761842959117455,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Under Armour Men's Compression EV SL Slide"", 'Perfect Fitness Perfect Rip Deck'})"
0.012897469175859832,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Under Armour Men's Tech II T-Shirt"", 'Perfect Fitness Perfect Rip Deck'})"
0.012654120700843608,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Under Armour Women's Ignite PIP VI Slide"", 'Perfect Fitness Perfect Rip Deck'})"
0.01281635301752109,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Under Armour Women's Ignite Slide"", 'Perfect Fitness Perfect Rip Deck'})"
0.012654120700843608,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Under Armour Women's Micro G Skulpt Running S"", 'Perfect Fitness Perfect Rip Deck'})"
0.011518494484101234,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""adidas Kids' F5 Messi FG Soccer Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.01427644386761843,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""adidas Men's F10 Messi TRX FG Soccer Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.013384166125892277,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""adidas Men's Germany Black Crest Away Tee"", 'Perfect Fitness Perfect Rip Deck'})"
0.012248539909149902,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'adidas Youth Germany Black/Red Away Match Soc', 'Perfect Fitness Perfect Rip Deck'})"
0.011842959117456198,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.011599610642439974,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01127514600908501,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', ""O'Brien Men's Neoprene Life Vest"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.011112913692407527,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.012735236859182349,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.012167423750811162,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat""})"
0.010707332900713823,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat""})"
0.011761842959117455,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", ""O'Brien Men's Neoprene Life Vest""})"
0.011842959117456198,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat""})"
0.013303049967553536,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.010139519792342634,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo""})"
0.011518494484101234,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""O'Brien Men's Neoprene Life Vest""})"
0.011842959117456198,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo""})"
0.013140817650876055,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck'})"
0.010950681375730045,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck'})"
0.010707332900713823,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""O'Brien Men's Neoprene Life Vest""})"
0.012573004542504866,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Bag Boy Beverage Holder', ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck'})"
0.012573004542504866,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck'})"
0.012897469175859832,"frozenset({'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01054510058403634,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.012410772225827385,"frozenset({'Bag Boy Beverage Holder', ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.012248539909149902,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.013789746917585983,"frozenset({'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.010382868267358857,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.012491888384166126,"frozenset({'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""O'Brien Men's Neoprene Life Vest"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.012248539909149902,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.013870863075924724,"frozenset({'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck', ""Nike Men's Dri-FIT Victory Golf Polo"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.011031797534068787,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01127514600908501,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""O'Brien Men's Neoprene Life Vest"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.013303049967553536,"frozenset({'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck', ""O'Brien Men's Neoprene Life Vest"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.012491888384166126,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.010382868267358857,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.011112913692407527,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat""})"
0.013140817650876055,"frozenset({'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat"", ""O'Brien Men's Neoprene Life Vest""})"
0.013140817650876055,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat""})"
0.01427644386761843,"frozenset({'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.010382868267358857,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", ""O'Brien Men's Neoprene Life Vest""})"
0.010058403634003893,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's Free 5.0+ Running Shoe"", ""Nike Men's CJ Elite 2 TD Football Cleat""})"
0.011599610642439974,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.011924075275794938,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", ""O'Brien Men's Neoprene Life Vest""})"
0.013708630759247243,"frozenset({'Bag Boy Beverage Holder', ""O'Brien Men's Neoprene Life Vest"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.013059701492537313,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.011031797534068787,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Bag Boy Beverage Holder', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck'})"
0.010301752109020117,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""O'Brien Men's Neoprene Life Vest""})"
0.011680726800778715,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck'})"
0.012005191434133679,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", ""O'Brien Men's Neoprene Life Vest""})"
0.013870863075924724,"frozenset({'Bag Boy Beverage Holder', 'Perfect Fitness Perfect Rip Deck', ""Nike Men's Dri-FIT Victory Golf Polo"", ""O'Brien Men's Neoprene Life Vest""})"
0.013303049967553536,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck'})"
0.01062621674237508,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Bag Boy Beverage Holder', ""Nike Men's Dri-FIT Victory Golf Polo"", 'Perfect Fitness Perfect Rip Deck'})"
0.010950681375730045,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", 'Bag Boy Beverage Holder', ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck'})"
0.012005191434133679,"frozenset({'Pelican Sunstream 100 Kayak', 'Bag Boy Beverage Holder', ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck'})"
0.01062621674237508,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", 'Bag Boy Beverage Holder', ""O'Brien Men's Neoprene Life Vest"", 'Perfect Fitness Perfect Rip Deck'})"
0.011518494484101234,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.011031797534068787,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.010707332900713823,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""O'Brien Men's Neoprene Life Vest"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.0104639844256976,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.011924075275794938,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Perfect Fitness Perfect Rip Deck', 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.012086307592472421,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's CJ Elite 2 TD Football Cleat"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Bridgestone e6 Straight Distance NFL Carolina'})"
0.011761842959117455,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Carolina', ""O'Brien Men's Neoprene Life Vest""})"
0.011518494484101234,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Carolina'})"
0.013059701492537313,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Perfect Fitness Perfect Rip Deck'})"
0.010058403634003893,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Carolina'})"
0.011437378325762491,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Bridgestone e6 Straight Distance NFL Carolina', ""O'Brien Men's Neoprene Life Vest""})"
0.011680726800778715,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', ""Nike Men's Dri-FIT Victory Golf Polo"", 'Bridgestone e6 Straight Distance NFL Carolina'})"
0.013059701492537313,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Perfect Fitness Perfect Rip Deck'})"
0.010220635950681376,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""Nike Men's Free 5.0+ Running Shoe"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Perfect Fitness Perfect Rip Deck'})"
0.010788449059052563,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', 'Bridgestone e6 Straight Distance NFL Carolina', ""O'Brien Men's Neoprene Life Vest""})"
0.012573004542504866,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", ""O'Brien Men's Neoprene Life Vest"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Perfect Fitness Perfect Rip Deck'})"
0.012086307592472421,"frozenset({""Diamondback Women's Serene Classic Comfort Bi"", 'Pelican Sunstream 100 Kayak', 'Bridgestone e6 Straight Distance NFL Carolina', 'Perfect Fitness Perfect Rip Deck'})"
0.010382868267358857,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Diamondback Women's Serene Classic Comfort Bi"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Perfect Fitness Perfect Rip Deck'})"
0.013384166125892277,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01135626216742375,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.013951979234263466,"frozenset({""O'Brien Men's Neoprene Life Vest"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.012248539909149902,"frozenset({'Pelican Sunstream 100 Kayak', ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.014600908500973394,"frozenset({""Nike Men's CJ Elite 2 TD Football Cleat"", 'Perfect Fitness Perfect Rip Deck', 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.011437378325762491,"frozenset({""Under Armour Girls' Toddler Spine Surge Runni"", ""Nike Men's CJ Elite 2 TD Football Cleat"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.01127514600908501,"frozenset({""Nike Men's Free 5.0+ Running Shoe"", ""Nike Men's Dri-FIT Victory Golf Polo"", 'Bridgestone e6 Straight Distance NFL Carolina', 'Field & Stream Sportsman 16 Gun Fire Safe'})"
0.013303049967553536,"frozenset({'Bridgestone e6 Straight Distance NFL Carolina', ""Nike Men's Dri-FIT Victory Golf Polo"", ""O'Brien Men's Neoprene Life Vest"", 'Field & Stream Sportsman 16 Gun Fire Safe'})"
